participant_id,model_size,personality_context_enabled,topic_preference,engagement_score,coherence,windowed_coherence,topic_consistency,novelty,turn_balance,token_balance,question_rate,engagement_sensitivity_no_turn_balance
P-A4880A1CE2,medium,0,high,0.57147480030403,0.6557195782661438,0.6830210414799777,0.5964931709071001,0.3442804217338562,1.0,0.6177033975199113,0.0,0.5238608892266999
P-A4880A1CE2,medium,0,low,0.6019693801800411,0.647780261256478,0.7027128826488148,0.6290772209564846,0.35221973874352197,1.0,0.39761904761904765,0.20833333333333331,0.5577437557556011
P-A4880A1CE2,medium,1,high,0.5961116677658125,0.6840700832280245,0.7214918786829168,0.6461980851987998,0.31592991677197546,1.0,0.7976325145442793,0.041666666666666664,0.5512351864064583
P-A4880A1CE2,medium,1,low,0.5811589964411475,0.653908596797423,0.6898761798035016,0.6389645040035248,0.34609140320257703,1.0,0.408062930186824,0.0,0.5346211071568306
P-A4880A1CE2,small,0,high,0.5836557754287214,0.6614095622842961,0.6897600022229282,0.5853140937785307,0.3385904377157038,1.0,0.5445106536655833,0.125,0.5373953060319127
P-A4880A1CE2,small,0,low,0.577713728086515,0.6427291144024242,0.669051471081647,0.5648192788163822,0.3572708855975758,1.0,0.850297619047619,0.16666666666666666,0.5307930312072388
P-A4880A1CE2,small,1,high,0.5808076397487612,0.6470068368044767,0.6837926723740317,0.5842421079675357,0.3529931631955233,1.0,0.5281618023553507,0.125,0.5342307108319568
P-A4880A1CE2,small,1,low,0.5829092680730603,0.6863383163105358,0.738563602620905,0.5411469129224619,0.31366168368946423,1.0,0.8921707179197287,0.08333333333333333,0.5365658534145115
P-C6EF7782E8,medium,0,high,0.6134481954303654,0.7218846570361744,0.7233263768933036,0.6496389384071033,0.27811534296382556,1.0,0.8531984691088026,0.16666666666666666,0.5704979949226283
P-C6EF7782E8,medium,0,low,0.6172194148103396,0.6829948587851091,0.7009125866673209,0.689520391325156,0.3170051412148909,1.0,0.811460490805247,0.20833333333333331,0.5746882386781551
P-C6EF7782E8,medium,1,high,0.588846105991891,0.660290395671671,0.6869960942051627,0.6354225712517898,0.3397096043283289,1.0,0.7392913802221046,0.08333333333333333,0.54316233999099
P-C6EF7782E8,medium,1,low,0.619171270366871,0.7383023337884382,0.7482383115725084,0.6659668733676274,0.2616976662115617,1.0,0.840183752417795,0.125,0.5768569670743011
P-C6EF7782E8,small,0,high,0.5904032954212391,0.6541357257149436,0.6926033009182323,0.5781786466638247,0.3458642742850564,1.0,0.7868150684931507,0.20833333333333331,0.5448925504680434
P-C6EF7782E8,small,0,low,0.5849987407976931,0.6563518697565252,0.6840617954730988,0.5585893069704373,0.3436481302434748,1.0,0.895673076923077,0.20833333333333331,0.5388874897752145
P-C6EF7782E8,small,1,high,0.5745042328581667,0.6584589698097922,0.6968590779737993,0.5339326014121374,0.34154103019020776,1.0,0.6322287199480182,0.125,0.5272269253979629
P-C6EF7782E8,small,1,low,0.5741198867333659,0.6160999075932936,0.6657772876999595,0.5634388588368893,0.3839000924067064,1.0,0.8729039634146342,0.16666666666666666,0.5267998741481842
P-E83994D768,medium,0,high,0.5766568080042348,0.6383123004978353,0.669626384973526,0.5820015047987301,0.3616876995021647,1.0,0.47918136908962594,0.125,0.5296186755602609
P-E83994D768,medium,0,low,0.5760192480728482,0.6441455618901686,0.6876843029802496,0.5995058231055737,0.35585443810983136,1.0,0.4350127783862724,0.041666666666666664,0.5289102756364981
P-E83994D768,medium,1,high,0.5731720095105244,0.6618178134614772,0.6921042095531117,0.5928469312687715,0.33818218653852294,1.0,0.3994747818027342,0.0,0.5257466772339159
P-E83994D768,medium,1,low,0.5742767142752807,0.6360230987722224,0.6716333356770602,0.5900720196465652,0.36397690122777765,1.0,0.3536573045059608,0.08333333333333333,0.526974126972534
P-E83994D768,small,0,high,0.584012717324676,0.7035402547229419,0.7147763019258326,0.541017157336076,0.296459745277058,1.0,0.4879066780821918,0.125,0.5377919081385288
P-E83994D768,small,0,low,0.6223306151727834,0.7650123726237904,0.7766425365751439,0.5983376863102118,0.2349876273762096,1.0,0.4808978873239437,0.20833333333333331,0.5803673501919817
P-E83994D768,small,1,high,0.5761630646207117,0.6824509311806072,0.6875656599348241,0.5603575309117634,0.3175490688193928,1.0,0.4574493731918997,0.08333333333333333,0.5290700718007908
